Source;Target
AFRICA;Mercado Risco e Previsao
MOROCCO;Assistencia Virtual e Educacao
INDIA;Cadeia Produtiva e Qualidade
SERBIA;Robotica e Mecanizacao
RUSSIA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
KOREA;Assistencia Virtual e Educacao
NIGERIA;Assistencia Virtual e Educacao
JAPAN;IA: Arquiteturas e Metodos
GERMANY;Assistencia Virtual e Educacao
IRAN;Diagnostico e Protecao Fitossanitaria
CHINA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
INDIA;Diagnostico e Protecao Fitossanitaria
MOROCCO;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
INDIA;Ruido
GREECE;Visao Computacional e Fenotipagem
INDIA;Assistencia Virtual e Educacao
JAPAN;Governanca, Gestao e Impacto Social
AUSTRIA;Mercado Risco e Previsao
SPAIN;Diagnostico e Protecao Fitossanitaria
TURKIYE;Assistencia Virtual e Educacao
ARABIA;Assistencia Virtual e Educacao
USA;Robotica e Mecanizacao
CHINA;Agricultura de Precisao e Cultivo
ETHIOPIA;Robotica e Mecanizacao
SPAIN;Assistencia Virtual e Educacao
CANADA;Agricultura de Precisao e Cultivo
USA;IA: Arquiteturas e Metodos
CHINA;Assistencia Virtual e Educacao
PERU;Governanca, Gestao e Impacto Social
CHINA;Diagnostico e Protecao Fitossanitaria
PHILIPPINES;Assistencia Virtual e Educacao
CANADA;Assistencia Virtual e Educacao
POLAND;Diagnostico e Protecao Fitossanitaria
ITALY;Governanca, Gestao e Impacto Social
CHINA;Robotica e Mecanizacao
AFRICA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
MEXICO;Visao Computacional e Fenotipagem
FRANCE;Diagnostico e Protecao Fitossanitaria
USA;Assistencia Virtual e Educacao
USA;Diagnostico e Protecao Fitossanitaria
SPAIN;Visao Computacional e Fenotipagem
INDONESIA;Cadeia Produtiva e Qualidade
BELARUS;Mercado Risco e Previsao
TAIWAN;Diagnostico e Protecao Fitossanitaria
TURKEY;Assistencia Virtual e Educacao
ECUADOR;Assistencia Virtual e Educacao
HUNGARY;Assistencia Virtual e Educacao
Nao Informado;Ruido
IRELAND;IA: Arquiteturas e Metodos
EGYPT;Assistencia Virtual e Educacao
USA;Diagnostico e Protecao Fitossanitaria
ROMANIA;Agricultura de Precisao e Cultivo
JAPAN;IA: Arquiteturas e Metodos
HUNGARY;Assistencia Virtual e Educacao
PHILIPPINES;Assistencia Virtual e Educacao
INDIA;Clima, Solo e Meio Ambiente
BRAZIL;Visao Computacional e Fenotipagem
ECUADOR;Assistencia Virtual e Educacao
ENGLAND;Mercado Risco e Previsao
SPAIN;Assistencia Virtual e Educacao
USA;Mercado Risco e Previsao
INDIA;IA: Arquiteturas e Metodos
GERMANY;Mercado Risco e Previsao
GERMANY;Assistencia Virtual e Educacao
SPAIN;Assistencia Virtual e Educacao
INDIA;Diagnostico e Protecao Fitossanitaria
ALGERIA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
MOROCCO;Assistencia Virtual e Educacao
PHILIPPINES;Assistencia Virtual e Educacao
INDIA;Robotica e Mecanizacao
INDIA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
CHINA;Cadeia Produtiva e Qualidade
ITALY;Visao Computacional e Fenotipagem
COLOMBIA;Assistencia Virtual e Educacao
GERMANY;Assistencia Virtual e Educacao
SPAIN;Assistencia Virtual e Educacao
SENEGAL;IA: Arquiteturas e Metodos
USA;Assistencia Virtual e Educacao
ITALY;Diagnostico e Protecao Fitossanitaria
INDIA;Assistencia Virtual e Educacao
INDONESIA;Mercado Risco e Previsao
ARABIA;Mercado Risco e Previsao
CANADA;Ruido
CROATIA;Cadeia Produtiva e Qualidade
ROMANIA;Diagnostico e Protecao Fitossanitaria
INDIA;IA: Arquiteturas e Metodos
INDIA;Ruido
USA;Assistencia Virtual e Educacao
SWITZERLAND;Assistencia Virtual e Educacao
ALGERIA;Assistencia Virtual e Educacao
GERMANY;Mercado Risco e Previsao
INDIA;Mercado Risco e Previsao
USA;Assistencia Virtual e Educacao
INDIA;Ruido
THAILAND;Governanca, Gestao e Impacto Social
ZIMBABWE;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
USA;IA: Arquiteturas e Metodos
AUSTRALIA;Assistencia Virtual e Educacao
Nao Informado;Mercado Risco e Previsao
INDIA;Mercado Risco e Previsao
BRAZIL;Governanca, Gestao e Impacto Social
ARABIA;IoT e Sensores
CHINA;Mercado Risco e Previsao
GERMANY;Mercado Risco e Previsao
JORDAN;Assistencia Virtual e Educacao
RWANDA;Ruido
BRAZIL;Mercado Risco e Previsao
POLAND;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
THAILAND;Governanca, Gestao e Impacto Social
USA;Assistencia Virtual e Educacao
AFRICA;Cadeia Produtiva e Qualidade
CHINA;Mercado Risco e Previsao
USA;Mercado Risco e Previsao
USA;Mercado Risco e Previsao
GERMANY;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
EGYPT;Ruido
USA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
GREECE;Assistencia Virtual e Educacao
CHINA;Clima, Solo e Meio Ambiente
INDIA;Assistencia Virtual e Educacao
ITALY;Assistencia Virtual e Educacao
INDIA;Diagnostico e Protecao Fitossanitaria
REPUBLIC;Assistencia Virtual e Educacao
NORWAY;Assistencia Virtual e Educacao
USA;Mercado Risco e Previsao
TAIWAN;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
ROMANIA;Agricultura de Precisao e Cultivo
INDIA;Assistencia Virtual e Educacao
BRAZIL;Assistencia Virtual e Educacao
BRAZIL;Diagnostico e Protecao Fitossanitaria
AUSTRALIA;Diagnostico e Protecao Fitossanitaria
USA;Visao Computacional e Fenotipagem
CHINA;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
SINGAPORE;Assistencia Virtual e Educacao
USA;Mercado Risco e Previsao
ENGLAND;Assistencia Virtual e Educacao
ECUADOR;Assistencia Virtual e Educacao
ITALY;Cadeia Produtiva e Qualidade
FRANCE;Assistencia Virtual e Educacao
INDONESIA;Assistencia Virtual e Educacao
TURKIYE;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
COLOMBIA;Assistencia Virtual e Educacao
ITALY;Assistencia Virtual e Educacao
CHINA;Robotica e Mecanizacao
INDIA;Assistencia Virtual e Educacao
ZEALAND;Diagnostico e Protecao Fitossanitaria
CHINA;Governanca, Gestao e Impacto Social
RWANDA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
INDIA;Ruido
BRAZIL;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
AFRICA;Assistencia Virtual e Educacao
BRAZIL;Visao Computacional e Fenotipagem
ZAMBIA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
NETHERLANDS;Robotica e Mecanizacao
INDIA;Assistencia Virtual e Educacao
PORTUGAL;Ruido
POLAND;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
INDIA;Governanca, Gestao e Impacto Social
IRAN;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
IRAN;Mercado Risco e Previsao
CHINA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
USA;Clima, Solo e Meio Ambiente
MEXICO;Mercado Risco e Previsao
QATAR;Assistencia Virtual e Educacao
BRAZIL;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
BRAZIL;Mercado Risco e Previsao
ALGERIA;Assistencia Virtual e Educacao
INDIA;Ruido
CHINA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
CHINA;Governanca, Gestao e Impacto Social
CHINA;Assistencia Virtual e Educacao
MEXICO;Recursos Hidricos
INDIA;Visao Computacional e Fenotipagem
MALAYSIA;Clima, Solo e Meio Ambiente
BRAZIL;Diagnostico e Protecao Fitossanitaria
RICA;Ruido
CHINA;Clima, Solo e Meio Ambiente
POLAND;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
IRAN;Clima, Solo e Meio Ambiente
EGYPT;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
INDIA;Governanca, Gestao e Impacto Social
TURKIYE;Assistencia Virtual e Educacao
ENGLAND;Recursos Hidricos
INDIA;Assistencia Virtual e Educacao
IRELAND;Assistencia Virtual e Educacao
CHINA;Recursos Hidricos
ENGLAND;Assistencia Virtual e Educacao
JORDAN;Assistencia Virtual e Educacao
SPAIN;Mercado Risco e Previsao
Nao Informado;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
MEXICO;Assistencia Virtual e Educacao
USA;Diagnostico e Protecao Fitossanitaria
INDIA;Assistencia Virtual e Educacao
CHINA;Visao Computacional e Fenotipagem
ALGERIA;Clima, Solo e Meio Ambiente
COLOMBIA;Diagnostico e Protecao Fitossanitaria
CHINA;Assistencia Virtual e Educacao
Nao Informado;Clima, Solo e Meio Ambiente
PHILIPPINES;Diagnostico e Protecao Fitossanitaria
COLOMBIA;Assistencia Virtual e Educacao
POLAND;Robotica e Mecanizacao
USA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
TURKIYE;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
ITALY;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
THAILAND;Governanca, Gestao e Impacto Social
BRAZIL;Assistencia Virtual e Educacao
GERMANY;IA: Arquiteturas e Metodos
JORDAN;Assistencia Virtual e Educacao
BRAZIL;Diagnostico e Protecao Fitossanitaria
INDIA;Assistencia Virtual e Educacao
TURKIYE;Assistencia Virtual e Educacao
TURKEY;Visao Computacional e Fenotipagem
IRAN;Assistencia Virtual e Educacao
COLOMBIA;Recursos Hidricos
SCOTLAND;Visao Computacional e Fenotipagem
SPAIN;Diagnostico e Protecao Fitossanitaria
IRAN;Assistencia Virtual e Educacao
TAIWAN;Cadeia Produtiva e Qualidade
ARABIA;Assistencia Virtual e Educacao
KOREA;Governanca, Gestao e Impacto Social
USA;Assistencia Virtual e Educacao
KOREA;IoT e Sensores
DENMARK;IA: Arquiteturas e Metodos
CHINA;Diagnostico e Protecao Fitossanitaria
USA;Diagnostico e Protecao Fitossanitaria
ITALY;Diagnostico e Protecao Fitossanitaria
INDIA;Assistencia Virtual e Educacao
NIGERIA;Robotica e Mecanizacao
CHINA;Mercado Risco e Previsao
CANADA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
INDIA;Ruido
KOREA;Ruido
CHINA;Diagnostico e Protecao Fitossanitaria
INDIA;Ruido
BRAZIL;Mercado Risco e Previsao
ITALY;IoT e Sensores
BRAZIL;Assistencia Virtual e Educacao
ISRAEL;Ruido
BRAZIL;Assistencia Virtual e Educacao
PERU;Assistencia Virtual e Educacao
CHINA;Ruido
NIGERIA;Ruido
USA;Ruido
USA;Cadeia Produtiva e Qualidade
CHINA;Cadeia Produtiva e Qualidade
ITALY;Diagnostico e Protecao Fitossanitaria
PERU;Assistencia Virtual e Educacao
RUSSIA;Assistencia Virtual e Educacao
KOREA;Ruido
USA;Robotica e Mecanizacao
BRAZIL;IA: Arquiteturas e Metodos
BRAZIL;Ruido
FRANCE;Ruido
CHINA;Ruido
AUSTRALIA;Diagnostico e Protecao Fitossanitaria
CHINA;Assistencia Virtual e Educacao
CHINA;Governanca, Gestao e Impacto Social
GERMANY;IA: Arquiteturas e Metodos
VIETNAM;Visao Computacional e Fenotipagem
SENEGAL;Governanca, Gestao e Impacto Social
KOREA;Assistencia Virtual e Educacao
INDIA;Diagnostico e Protecao Fitossanitaria
USA;Assistencia Virtual e Educacao
USA;Visao Computacional e Fenotipagem
PAKISTAN;Assistencia Virtual e Educacao
THAILAND;Diagnostico e Protecao Fitossanitaria
CHINA;Mercado Risco e Previsao
SWEDEN;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
BRAZIL;Clima, Solo e Meio Ambiente
MEXICO;Assistencia Virtual e Educacao
AUSTRALIA;Assistencia Virtual e Educacao
GREECE;Diagnostico e Protecao Fitossanitaria
POLAND;Assistencia Virtual e Educacao
CANADA;IA: Arquiteturas e Metodos
INDIA;Assistencia Virtual e Educacao
MALAYSIA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
TUNISIA;Assistencia Virtual e Educacao
INDIA;Ruido
IRAN;Diagnostico e Protecao Fitossanitaria
ISRAEL;Ruido
ITALY;Diagnostico e Protecao Fitossanitaria
ITALY;Assistencia Virtual e Educacao
AFRICA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
INDIA;Ruido
AFRICA;Assistencia Virtual e Educacao
RICA;Assistencia Virtual e Educacao
KOREA;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
TURKIYE;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
JAPAN;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
SPAIN;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
GERMANY;Assistencia Virtual e Educacao
SPAIN;Assistencia Virtual e Educacao
CHINA;IA: Arquiteturas e Metodos
PORTUGAL;IA: Arquiteturas e Metodos
WALES;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
MAURITIUS;Mercado Risco e Previsao
INDIA;Clima, Solo e Meio Ambiente
CHINA;IA: Arquiteturas e Metodos
INDIA;Mercado Risco e Previsao
SINGAPORE;Assistencia Virtual e Educacao
TAIWAN;Assistencia Virtual e Educacao
MALAYSIA;IA: Arquiteturas e Metodos
SWEDEN;Assistencia Virtual e Educacao
ISRAEL;Robotica e Mecanizacao
KOREA;IA: Arquiteturas e Metodos
LATVIA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
SWITZERLAND;Robotica e Mecanizacao
INDIA;Cadeia Produtiva e Qualidade
BRAZIL;Assistencia Virtual e Educacao
GERMANY;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
RUSSIA;Assistencia Virtual e Educacao
CHINA;IA: Arquiteturas e Metodos
INDIA;Mercado Risco e Previsao
BRAZIL;Diagnostico e Protecao Fitossanitaria
USA;Governanca, Gestao e Impacto Social
USA;Ruido
ENGLAND;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
INDIA;Governanca, Gestao e Impacto Social
KOREA;Visao Computacional e Fenotipagem
GERMANY;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
GHANA;Assistencia Virtual e Educacao
USA;Mercado Risco e Previsao
INDIA;Assistencia Virtual e Educacao
BRAZIL;Assistencia Virtual e Educacao
CHINA;Ruido
INDIA;Assistencia Virtual e Educacao
Nao Informado;Robotica e Mecanizacao
USA;Assistencia Virtual e Educacao
EGYPT;Diagnostico e Protecao Fitossanitaria
SWEDEN;Assistencia Virtual e Educacao
IRAN;Mercado Risco e Previsao
FRANCE;Assistencia Virtual e Educacao
NETHERLANDS;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
BRAZIL;Visao Computacional e Fenotipagem
ALGERIA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
ZEALAND;Diagnostico e Protecao Fitossanitaria
GREECE;Assistencia Virtual e Educacao
SPAIN;Assistencia Virtual e Educacao
SPAIN;Diagnostico e Protecao Fitossanitaria
INDIA;Ruido
MALAYSIA;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
ITALY;Cadeia Produtiva e Qualidade
INDIA;Diagnostico e Protecao Fitossanitaria
ARABIA;Governanca, Gestao e Impacto Social
INDIA;Ruido
MALAYSIA;Assistencia Virtual e Educacao
RUSSIA;Diagnostico e Protecao Fitossanitaria
USA;Assistencia Virtual e Educacao
GERMANY;Assistencia Virtual e Educacao
USA;Robotica e Mecanizacao
USA;Assistencia Virtual e Educacao
TAIWAN;Assistencia Virtual e Educacao
FRANCE;Assistencia Virtual e Educacao
IRAN;Assistencia Virtual e Educacao
CHINA;Ruido
INDIA;Ruido
ITALY;Assistencia Virtual e Educacao
GREECE;Assistencia Virtual e Educacao
AFRICA;Cadeia Produtiva e Qualidade
USA;IA: Arquiteturas e Metodos
COLOMBIA;Diagnostico e Protecao Fitossanitaria
KOREA;Assistencia Virtual e Educacao
PHILIPPINES;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
CANADA;Mercado Risco e Previsao
CHINA;Diagnostico e Protecao Fitossanitaria
INDIA;Assistencia Virtual e Educacao
SWITZERLAND;Governanca, Gestao e Impacto Social
SPAIN;Assistencia Virtual e Educacao
SCOTLAND;Ruido
POLAND;Assistencia Virtual e Educacao
MOROCCO;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
IRAN;Diagnostico e Protecao Fitossanitaria
USA;Ruido
PAKISTAN;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
ZIMBABWE;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
USA;Governanca, Gestao e Impacto Social
SPAIN;Mercado Risco e Previsao
CHINA;Assistencia Virtual e Educacao
INDIA;Ruido
KOREA;Visao Computacional e Fenotipagem
CHINA;Assistencia Virtual e Educacao
AUSTRALIA;Mercado Risco e Previsao
ITALY;Clima, Solo e Meio Ambiente
AUSTRALIA;Assistencia Virtual e Educacao
INDIA;Diagnostico e Protecao Fitossanitaria
JAPAN;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
IRAN;Assistencia Virtual e Educacao
TUNISIA;Assistencia Virtual e Educacao
TURKIYE;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
PHILIPPINES;Visao Computacional e Fenotipagem
INDIA;Diagnostico e Protecao Fitossanitaria
CHINA;Diagnostico e Protecao Fitossanitaria
PORTUGAL;Assistencia Virtual e Educacao
MALAYSIA;Assistencia Virtual e Educacao
INDIA;Agricultura de Precisao e Cultivo
ARABIA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
GHANA;Assistencia Virtual e Educacao
GERMANY;Cadeia Produtiva e Qualidade
GERMANY;Visao Computacional e Fenotipagem
COLOMBIA;Visao Computacional e Fenotipagem
INDIA;Diagnostico e Protecao Fitossanitaria
TURKIYE;Assistencia Virtual e Educacao
THAILAND;Mercado Risco e Previsao
VIETNAM;Assistencia Virtual e Educacao
GERMANY;Visao Computacional e Fenotipagem
USA;Assistencia Virtual e Educacao
INDIA;Clima, Solo e Meio Ambiente
CHINA;Assistencia Virtual e Educacao
THAILAND;Agricultura de Precisao e Cultivo
VIETNAM;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
PERU;Assistencia Virtual e Educacao
POLAND;Diagnostico e Protecao Fitossanitaria
Nao Informado;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
FINLAND;Governanca, Gestao e Impacto Social
ITALY;Diagnostico e Protecao Fitossanitaria
CHINA;IA: Arquiteturas e Metodos
CHILE;Assistencia Virtual e Educacao
CROATIA;Recursos Hidricos
TURKIYE;Diagnostico e Protecao Fitossanitaria
USA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
ARABIA;Assistencia Virtual e Educacao
IRAN;Assistencia Virtual e Educacao
ITALY;Robotica e Mecanizacao
MALAYSIA;Recursos Hidricos
TURKEY;Governanca, Gestao e Impacto Social
CHINA;Clima, Solo e Meio Ambiente
PHILIPPINES;Clima, Solo e Meio Ambiente
USA;Assistencia Virtual e Educacao
TURKIYE;Clima, Solo e Meio Ambiente
AFRICA;Assistencia Virtual e Educacao
BANGLADESH;Assistencia Virtual e Educacao
BANGLADESH;Assistencia Virtual e Educacao
TURKIYE;Assistencia Virtual e Educacao
GERMANY;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
TAIWAN;Assistencia Virtual e Educacao
ENGLAND;Assistencia Virtual e Educacao
INDONESIA;Assistencia Virtual e Educacao
TURKEY;Assistencia Virtual e Educacao
SERBIA;Assistencia Virtual e Educacao
BRAZIL;Diagnostico e Protecao Fitossanitaria
USA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
VIETNAM;Clima, Solo e Meio Ambiente
BRAZIL;Mercado Risco e Previsao
ITALY;Assistencia Virtual e Educacao
INDIA;Mercado Risco e Previsao
ARABIA;Governanca, Gestao e Impacto Social
INDIA;Diagnostico e Protecao Fitossanitaria
INDIA;Mercado Risco e Previsao
CHINA;Assistencia Virtual e Educacao
MALAYSIA;Assistencia Virtual e Educacao
INDIA;Ruido
INDIA;Assistencia Virtual e Educacao
MOROCCO;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
BRAZIL;Mercado Risco e Previsao
CHINA;Visao Computacional e Fenotipagem
CHINA;Assistencia Virtual e Educacao
TURKIYE;Assistencia Virtual e Educacao
TURKIYE;Assistencia Virtual e Educacao
CANADA;Assistencia Virtual e Educacao
BRAZIL;Assistencia Virtual e Educacao
SPAIN;Diagnostico e Protecao Fitossanitaria
ITALY;Clima, Solo e Meio Ambiente
CHINA;Visao Computacional e Fenotipagem
SERBIA;Visao Computacional e Fenotipagem
IRELAND;Assistencia Virtual e Educacao
SPAIN;Visao Computacional e Fenotipagem
PORTUGAL;Assistencia Virtual e Educacao
IRAN;Assistencia Virtual e Educacao
AUSTRALIA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
MEXICO;Mercado Risco e Previsao
CHINA;Assistencia Virtual e Educacao
TURKIYE;Assistencia Virtual e Educacao
FRANCE;Diagnostico e Protecao Fitossanitaria
CHINA;Recursos Hidricos
INDIA;Assistencia Virtual e Educacao
ENGLAND;Assistencia Virtual e Educacao
IRAN;Clima, Solo e Meio Ambiente
USA;Assistencia Virtual e Educacao
ROMANIA;Mercado Risco e Previsao
CHINA;Mercado Risco e Previsao
CHINA;Assistencia Virtual e Educacao
NETHERLANDS;Mercado Risco e Previsao
CHILE;Mercado Risco e Previsao
ARABIA;Assistencia Virtual e Educacao
CANADA;Assistencia Virtual e Educacao
ARABIA;Assistencia Virtual e Educacao
TURKEY;Clima, Solo e Meio Ambiente
IRELAND;Cadeia Produtiva e Qualidade
GREECE;Diagnostico e Protecao Fitossanitaria
GREECE;Clima, Solo e Meio Ambiente
EGYPT;Visao Computacional e Fenotipagem
TAIWAN;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
TURKIYE;Assistencia Virtual e Educacao
USA;Governanca, Gestao e Impacto Social
SPAIN;IA: Arquiteturas e Metodos
CHINA;Mercado Risco e Previsao
USA;Mercado Risco e Previsao
KOREA;Ruido
UKRAINE;Cadeia Produtiva e Qualidade
KOREA;Visao Computacional e Fenotipagem
USA;Assistencia Virtual e Educacao
INDIA;Robotica e Mecanizacao
INDIA;Assistencia Virtual e Educacao
NIGERIA;Assistencia Virtual e Educacao
OMAN;Assistencia Virtual e Educacao
INDIA;Visao Computacional e Fenotipagem
